id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address
11894,Ecochaintoken,ECT,ecochaintoken,5,2021-09-15T17:32:31.000Z,[],100000000000000.0,0.0,0,,7369,,,2022-05-31T15:31:00.000Z,9.43551466519896e-10,233.56692678,-44.3307,0.93343608,-4.00197547,-42.53647569,-82.97005306,-85.11152725,-86.05106057,0.0,0.0,94355.15,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x6bfd4ca8ec078d613ed6a5248eb2c7a0d5c38b7b
13467,PancakePoll,PPOLL,pancakepoll,4,2021-10-28T07:35:03.000Z,[],1000000000000.0,0.0,1000000000000,,7370,,,2022-05-31T15:31:00.000Z,2.5965110234097253e-07,233.53766097,11.8039,0.93676279,1.33570357,0.15394718,-25.60311615,-61.11185754,-62.06644888,0.0,0.0,259651.1,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0xc29000A4b1eCD326b6DafAE17bDA636475FeA1e7
16369,ShibRWD,SRWD,shibrwd,2,2021-12-22T05:46:59.000Z,[],1000000000000000.0,0.0,600000000000000,,7371,7000000000000.0,1215.089211756518,2022-05-31T15:31:00.000Z,1.73584173108074e-10,232.42422752,1122.9169,0.15546741,4.55944988,22.62048457,-55.26831824,-62.19774642,-96.14162717,0.0,0.0,173584.17,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa518c9f3724cced4715e6813858dc2ce9b21ed78
12194,Baby Floki (BSC),BABYFLOKI,baby-floki,1,2021-09-29T03:46:43.000Z,['doggone-doggerel'],,0.0,1000000000000000,,7372,,,2022-05-31T15:31:00.000Z,2.36117507799938e-10,231.77121877,24.6379,0.93676279,1.73116346,-1.91423568,-31.08579282,-53.83401425,-59.29523625,0.0,0.0,236117.51,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x71e80e96af604afc23ca2aed4c1c7466db6dd0c4
14545,MilkyWayEx,MILKY,milkywayex,4,2021-11-16T02:17:09.000Z,[],15000000000.0,0.0,728038801,,7373,728038801.0,13488.83173074319,2022-05-31T15:32:00.000Z,1.8527627527839947e-05,229.85907693,-21.3698,-0.5075799,1.116374,-2.07412323,-28.91606042,-49.86735524,-70.12465777,0.0,0.0,277914.41,2022-05-31T15:32:00.000Z,1839.0,BNB,BNB,bnb,0xa7002FCCC20F10a38c579A8D2D14D34F2A9a02A5
8691,Domani Protocol,DEXTF,dextf-protocol,5,2021-03-04T00:00:00.000Z,['algorand-ecosystem'],100000000.0,0.0,0,,7374,,,2022-05-31T15:32:00.000Z,0.010934563804840926,229.49665657,0.0,0.15550993,-1.12563191,-2.75958606,-52.12558094,-72.88667767,-76.16979904,0.0,0.0,1093456.38,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0x5F64Ab1544D28732F0A24F4713c2C8ec0dA089f0
17448,SuperBonds,SB,superbonds,2,2022-01-18T14:53:09.000Z,[],10000000000.0,0.0,10000000000,,7375,526252486.0,2886361.8141988525,2022-05-31T15:31:00.000Z,0.005484747133714923,228.95223194,-42.5923,0.00675952,1.97669004,4.94625503,57.69530277,56.24112428,-34.44451218,0.0,0.0,54847471.34,2022-05-31T15:31:00.000Z,5426.0,Solana,SOL,solana,SuperbZyz7TsSdSoFAZ6RYHfAWe9NmjXBLVQpS8hqdx
18396,Monkey Token V2,MBY,monkey-token-v2,1,2021-06-23T00:00:00.000Z,[],1e+17,0.0,1000000000000,,7376,1000000000000.0,189108.70348543188,2022-05-31T15:31:00.000Z,1.8910870348543187e-07,228.86853631,13.8506,1.10864544,2.79061818,-1.33994572,-17.97748445,-46.31203738,-84.44529797,0.0,0.0,18910870348.54,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x87F846543363137596fe0b4E7875220A026A1f40
11974,Alkemi Network DAO Token,ALK,alkemi-network-dao-token,5,2021-09-20T11:36:01.000Z,[],,0.0,0,,7377,,,2022-05-31T15:31:00.000Z,0.015618071766678725,228.37269187,377.2549,0.1554674,-5.68187508,-30.84130584,-69.483133,-81.8071962,-81.40956992,0.0,0.0,0.0,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6C16119B20fa52600230F074b349dA3cb861a7e3
148,Auroracoin,AUR,auroracoin,3,2014-02-27T00:00:00.000Z,"['mineable', 'hybrid-pow-pos', 'scrypt']",17973098.0,0.0,18078319.753408,,7378,14592919.70174343,1112200.9919505587,2022-05-31T15:32:00.000Z,0.07621511079908724,227.48083362,1373.3771,-11.81621833,-9.65808276,-14.15904399,-34.10417736,-34.69830104,-44.59148511,0.0,0.0,1369821.66,2022-05-31T15:32:00.000Z,,,,,
20015,ELON BUYS COKE COLA,EBCC,elon-buys-coke-cola,1,2022-05-07T17:58:29.000Z,[],999999999999.0,0.0,999999999999,,7379,699999999999.0,6268.726186428606,2022-05-31T15:31:00.000Z,8.95532312348223e-09,227.34301721,433.8382,0.93676279,1.42445417,-18.98989945,-99.6876927,-99.6876927,-99.6876927,0.0,0.0,8955.32,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x1B7A3B09d85793bbB8a52D2ce7b7002AA268CD01
11146,Jswap.Finance,JF,jswap-finance,10,2021-08-02T00:00:00.000Z,['exnetwork-capital-portfolio'],100000000.0,0.0,0,,7380,,,2022-05-31T15:31:00.000Z,0.15588107359451975,225.44990032,-55.0047,6.14267169,5.40030432,12.98176696,-46.25149021,22.69021258,-15.31772466,0.0,0.0,15588107.36,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x5fAc926Bf1e638944BB16fb5B787B5bA4BC85b0A
12436,Timeleap Finance,TIME,timeleap,3,2021-10-07T07:38:07.000Z,[],86400.0,0.0,0,,7381,73043.0,19581.59547421213,2022-05-31T15:32:00.000Z,0.26808312191739286,224.84944902,65.6323,-0.00703219,1.72043658,0.62349031,-23.44305469,-48.18669518,-47.92879337,0.0,0.0,23162.38,2022-05-31T15:32:00.000Z,3890.0,Polygon,MATIC,polygon,0x5c59d7cb794471a9633391c4927ade06b8787a90
16715,CACTUS,CACTUS,cactus,2,2022-01-01T21:49:01.000Z,[],610000000000000.0,0.0,800000000000000,,7382,,,2022-05-31T15:32:00.000Z,1.5853677413652e-11,224.52249466,0.0,-2.27869923,-12.66994529,-4.85926299,-37.71694931,-74.93834462,-99.28516173,0.0,0.0,9670.74,2022-05-31T15:32:00.000Z,1839.0,BNB,BNB,bnb,0x6d26604dBDD9cb4599f69a5c42F62c80A671b063
16038,Minereum BSC,MNEB,minereum-bsc,3,2021-12-14T08:09:20.000Z,[],194618870225.0,0.0,0,,7383,1531570.0,15118.726378231597,2022-05-31T15:31:00.000Z,0.009871391042023281,224.43149614,0.7188,0.93676279,-0.12420881,-10.48754027,-33.21695857,-52.06498903,-57.51818379,0.0,0.0,1921158972.15,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0xD22202d23fE7dE9E3DbE11a2a88F42f4CB9507cf
16746,Police and Thief Game,LOOT,police-and-thief-game,4,2022-01-03T04:10:22.000Z,[],5000000000.0,0.0,40402226,,7385,,,2022-05-31T15:32:00.000Z,2.49071930602677e-05,224.37109583,897.1019,0.3629825,-4.31068439,2.52413732,-54.17651243,-86.59710906,-92.05752171,0.0,0.0,124535.97,2022-05-31T15:32:00.000Z,5805.0,Avalanche,AVAX,avalanche,0x7f041ce89a2079873693207653b24c15b5e6a293
14890,Astronos,ASTRO,astronos,3,2021-11-20T10:36:15.000Z,[],,0.0,77000000,,7384,,,2022-05-31T15:32:00.000Z,0.002802649167004918,224.34639827,-39.2312,0.47462678,0.20414101,1.27301622,-18.68874985,-55.22458715,-68.90534857,0.0,0.0,215803.99,2022-05-31T15:32:00.000Z,1839.0,BNB,BNB,bnb,0x544de71b4a2c2484b058228827a4e8001c99c1af
12985,MoneyTree,MONEY,money-tree,2,2021-10-22T02:18:52.000Z,[],1000000000.0,0.0,947983546,,7386,847983546.0,78645.34086040844,2022-05-31T15:32:00.000Z,9.274394677984523e-05,223.93201264,2.2009,0.93682041,1.13660806,3.92329011,-27.37264489,-69.51627586,-76.94218391,0.0,0.0,92743.95,2022-05-31T15:32:00.000Z,1839.0,BNB,BNB,bnb,0x2d5b21074d81ae888c01722ec0657f20521be893
19934,Jelly,JELLY,jelly,1,2022-05-04T10:12:21.000Z,[],1000000000.0,0.0,431038446,,7387,23794985.0,292678.1459777178,2022-05-31T15:31:00.000Z,0.012299992875713846,223.6511397,4.7099,-0.02352918,-0.21763704,-9.57292138,-81.59264935,-81.59264935,-81.59264935,0.0,0.0,12299992.88,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xf5f06ffa53ad7f5914f493f16e57b56c8dd2ea80
15199,CatBonk,CABO,catbonk,2,2021-11-26T03:10:51.000Z,[],1000000000000000.0,0.0,0,,7388,430671660931313.0,301893.8938930011,2022-05-31T15:31:00.000Z,7.00983884660917e-10,222.72661322,-65.5255,0.93676279,1.4330448,6.14116254,-52.33321913,-85.06243257,-81.97875441,0.0,0.0,700983.88,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0xdfaabaa57dec10c049335bdaa2e949b4ce2ead30
14948,AtomPad,ATPAD,atompad,2,2021-11-22T06:02:40.000Z,[],20000000.0,0.0,20000000,,7389,14304409.0,236731.4671440269,2022-05-31T15:32:00.000Z,0.016549545468395575,222.40605356,54.0982,-0.04368778,0.25341686,2.61469577,-24.04181479,-47.14906108,-68.3903752,0.0,0.0,330990.91,2022-05-31T15:32:00.000Z,1839.0,BNB,BNB,bnb,0x48ee0cc862143772feabaf9b4757c36735d1052e
17423,Devour Token,RESTAURANTS,devour-token,1,2022-01-18T05:33:18.000Z,[],1000000000000000.0,0.0,1000000000000000,,7390,551567830520320.94,1492282.5018331527,2022-05-31T15:31:00.000Z,2.70552853023609e-09,222.16144702,18.0605,0.15546741,3.25443592,-0.94144989,-40.93054064,-52.90200591,-71.594752,0.0,0.0,2705528.53,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdffc63f92c939deb112d88735ade3b4d21b6d491
13964,FarmerDoge,CROP,farmerdoge,2,2021-11-05T10:42:33.000Z,"['memes', 'doggone-doggerel']",10000000000.0,0.0,10000000000,,7391,,,2022-05-31T15:31:00.000Z,0.00017482092103668503,221.7565059,-75.0662,0.93676279,1.49693839,0.73524975,-29.63491866,-52.46580847,-64.66692246,0.0,0.0,1748209.21,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x288f7692a78aa9906cf5790af78a672078070535
12152,Octaplex Network,PLX,octaplex-network,1,2021-09-26T15:59:51.000Z,[],997638.0,0.0,997638.776332,,7392,,,2022-05-31T15:31:00.000Z,1.0280962527215918,221.65337698,325.1715,0.93676279,0.82585091,4.90142547,-15.72863147,-30.59324035,-29.32598023,0.0,0.0,1025667.89,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x57022eDD5C7Ed7b6bd870488853Fe961dfDD3fB6
13616,CeloLaunch,cLA,celolaunch,4,2021-11-01T05:31:47.000Z,"['launchpad', 'celo-ecosystem']",100000000.0,0.0,99852000,,7393,,,2022-05-31T15:31:00.000Z,0.014091782729142069,221.40348374,1784.19,0.00266669,11.90791302,-15.53478827,-53.80415385,-68.13133134,-83.48670039,0.0,0.0,1409178.27,2022-05-31T15:31:00.000Z,5567.0,Celo,CELO,celo,0x5927fd244E11dB1c7b1215619144d2aAbAc80a4F
12343,PremiumBlock,PRB,premiumblock,2,2021-10-05T11:03:20.000Z,[],60000000.0,0.0,0,,7394,19591666.66,40815.79033005642,2022-05-31T15:32:00.000Z,0.0020833240498823605,221.10505207,0.0,-0.04368778,-3.66435601,25.3411735,-35.86517138,-35.86517138,-35.86517138,0.0,0.0,124999.44,2022-05-31T15:32:00.000Z,1839.0,BNB,BNB,bnb,0x59ff585aa42939853e2587b07ee8f94017584a88
13849,Secured Ship,SHIP,secured-ship,2,2021-11-03T08:52:11.000Z,[],1000000000000000.0,0.0,1000000000000000,,7395,577262872682593.0,112457.73417195868,2022-05-31T15:31:00.000Z,1.94811998993383e-10,220.88686509,-74.5965,0.93676279,1.90539106,-1.51434451,-31.15866984,-47.29220882,-61.32848302,0.0,0.0,194812.0,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0xc0a696bbb66352e5b88624f1d1b8909c34dc4e4a
13960,KOROMARU,KOROMARU,koromaru,3,2021-11-05T09:49:33.000Z,"['memes', 'doggone-doggerel']",9007199254740991.0,0.0,0,,7396,,,2022-05-31T15:31:00.000Z,4.01813250309e-12,220.8089005,0.0,-0.16704863,9.62519645,-7.45692093,-49.43424088,-73.75601731,-29.99072151,0.0,0.0,36192.12,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xD0D42005e7B3c0812b1268F0e5FAF97Ff2423651
13809,Void,VOID,void-games,2,2021-11-03T01:25:27.000Z,"['collectibles-nfts', 'gaming', 'play-to-earn']",200000000.0,0.0,0,,7397,,,2022-05-31T15:31:00.000Z,0.015561918162803353,220.28981219,-82.4076,0.10892529,16.82373855,4.18237326,-54.01331681,-80.82469454,-78.56769721,0.0,0.0,3112383.63,2022-05-31T15:31:00.000Z,5426.0,Solana,SOL,solana,DjPt6xxMoZx1DyyWUHGs4mwqWWX48Fwf6ZJgqv2F9qwc
14621,Leonidas Token,LEONIDAS,leonidas-token,2,2021-11-16T10:06:04.000Z,['solana-ecosystem'],1000000000.0,0.0,1000000000,,7398,700000000.0,32880.527064321934,2022-05-31T15:32:00.000Z,4.69721815204599e-05,219.91148012,-92.948,-0.00034593,-52.93964433,-50.19157799,-66.17379588,-80.1342883,-84.75318928,0.0,0.0,46972.18,2022-05-31T15:32:00.000Z,5426.0,Solana,SOL,solana,7puG5H5Mc6QpvaXjAVLr6GnL5hhUMnpLcUm8G3mEsgHQ
13135,Ariadne,ARDN,ariadne,1,2021-10-25T05:49:43.000Z,[],25000000.0,0.0,25000000,,7399,,,2022-05-31T15:31:00.000Z,0.06573543567492689,219.58972899,-77.5599,-0.06679638,-0.52818159,12.72711236,-51.78165301,-67.83003869,-71.04268478,0.0,0.0,1643385.89,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xb1c9bc94aCd2fAE6aABf4ffae4429B93512a81D2
10555,Canary,CNR,canary,2,2021-06-21T00:00:00.000Z,['avalanche-ecosystem'],570000000.0,0.0,0,,7400,67077648.0,41945.91119106621,2022-05-31T15:32:00.000Z,0.0006253336609397248,218.98460818,-3.2302,0.3629825,-3.19135132,-7.10918935,-52.83904734,-74.21864502,-79.54443455,0.0,0.0,356440.19,2022-05-31T15:32:00.000Z,5805.0,Avalanche,AVAX,avalanche,0x8D88e48465F30Acfb8daC0b3E35c9D6D7d36abaf
18561,ASIMI,ASIMI,asimi,6,2022-03-03T17:52:07.000Z,[],66392816.0,0.0,66392816.43517531,,7401,34433985.83516619,96901.79900729406,2022-05-31T15:32:00.000Z,0.002814132510571336,218.83076622,23.589,18.25966657,14.23390737,0.80633588,-90.88076339,-84.23472702,-89.21855949,0.0,0.0,186838.18,2022-05-31T15:32:00.000Z,1274.0,Waves,WAVES,waves,EbLVSrAi6vS3AkLwBinzZCvAXP2yYiFJEzj1MBVHcwZ5
10160,Swaperry,PERRY,swaperry,2,2021-05-30T00:00:00.000Z,"['decentralized-exchange', 'prediction-markets', 'dex', 'tokenized-stock', 'polkadot-ecosystem', 'polkafoundry-red-kite', 'icetea-labs']",200000000.0,0.0,200000000,,7402,9740000.0,31690.33612244694,2022-05-31T15:31:00.000Z,0.0032536279386495832,218.22363892,-0.5575,-0.04183738,-0.47457556,-1.01552331,-18.74346464,-51.18442823,-64.06941616,0.0,0.0,650725.59,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x9452D45d33490234B8C96f42342F1Be28c0FE097
5097,onLEXpa,onLEXpa,onlexpa,6,2020-01-22T00:00:00.000Z,[],777000000.0,0.0,777000000,,7403,314250673.0,909.0877731963525,2022-05-31T15:31:00.000Z,2.8928745466723392e-06,217.2914003,-39.9436,0.93676279,-10.31973948,-30.83136678,-80.79158959,-85.51408118,-86.90281383,0.0,0.0,2247.76,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x46ece2d12a686b15c103f1dcd4e5bfd6bf3169f4
19569,Web3 Game,WEB3,web3-game,2,2022-04-15T09:18:59.000Z,[],10000000000000.0,0.0,5065333406898,,7404,5065333406898.0,18972.2395950764,2022-05-31T15:31:00.000Z,3.745506577955934e-09,216.86165508,103.9328,0.93676279,3.10907644,-0.65034921,-67.90857323,-96.48008519,-96.48008519,0.0,0.0,37455.07,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x09d96101dB62FfAc32f798CB9A61e501337b79C6
8701,Siren,SI,siren,7,2021-03-06T00:00:00.000Z,"['derivatives', 'amm', 'options', 'cms-holdings-portfolio', 'spartan-group']",100000000.0,0.0,100000000,,7405,22446120.0,1915658.2357509695,2022-05-31T15:32:00.000Z,0.08534473823319885,215.89357166,-93.7002,0.15550993,2.5725371,-4.83891355,-65.21825962,-79.12841698,-79.34223314,0.0,0.0,8534473.82,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0xD23Ac27148aF6A2f339BD82D0e3CFF380b5093de
12450,Influencer,IMI,imi,2,2021-10-07T09:57:55.000Z,[],100000000.0,0.0,0,,7406,6600000.0,289568.5079518735,2022-05-31T15:32:00.000Z,0.04387401635634446,215.75943794,-8.3623,-0.00034593,111.06423422,47.37401498,9.94558888,143.64203355,165.79677594,0.0,0.0,4387401.64,2022-05-31T15:32:00.000Z,4256.0,Klaytn,KLAY,klaytn,0xdde2154f47e80c8721c2efbe02834ae056284368
17939,ZEUS10000 (NEW),ZEUS,zeus10000-new,1,2022-01-13T15:16:16.000Z,[],,0.0,7653,,7407,,,2022-05-31T15:31:00.000Z,35.35594505075546,214.94649639,-70.5085,0.1554674,3.48590273,7.50362303,-24.34671931,-24.31929412,-49.13758232,0.0,0.0,270579.05,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xcbc1aa6961b28cccb11e1cddd84ad8b42ec920b1
12857,Baby DeFido,BabyDeFido,baby-defido,3,2021-10-19T00:22:36.000Z,[],,0.0,1000000000000000,,7408,,,2022-05-31T15:32:00.000Z,6.417294713369e-11,214.71363015,0.0,-32.23112287,657004.40009022,657004.40009022,-74.92096065,-23.25610136,-31.0842526,0.0,0.0,64172.95,2022-05-31T15:32:00.000Z,1839.0,BNB,BNB,bnb,0xEFEa4829b1bc90658784f15116C2dFD0E0929B0d
5437,BIZZCOIN,BIZZ,bizzcoin,2,2020-04-12T00:00:00.000Z,[],201000000.0,0.0,201000000,,7409,84000000.0,2360199.7085359157,2022-05-31T15:31:00.000Z,0.02809761557780852,214.67616758,-24.104,0.00266669,-2.0731743,36.05527288,-24.07154387,-43.46393015,-0.59891885,0.0,0.0,5647620.73,2022-05-31T15:31:00.000Z,1958.0,TRON,TRX,tron,TLZ1eA1KM7qgRk4VWQ9GyPHGDh4KdGrF7w
8235,Wrapped Monero,WXMR,wrapped-monero,1,2021-01-12T00:00:00.000Z,['wrapped-tokens'],,0.0,0,,7410,,,2022-05-31T15:32:00.000Z,199.22614628420288,214.64346898,-52.2987,0.15550993,3.24462778,9.5900165,-9.14613192,-9.27827541,17.84898359,0.0,0.0,0.0,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0x465e07d6028830124be2e4aa551fbe12805db0f5
15235,GoldenWspp,GWSPP,goldenwspp,3,2021-11-26T10:31:56.000Z,[],50000000.0,0.0,0,,7411,5712468.0,10834.622208708404,2022-05-31T15:31:00.000Z,0.0018966622147744906,213.8446118,-43.7284,0.55900551,3.96871461,-35.12086536,-95.78625559,-97.87641463,-98.16337047,0.0,0.0,94833.11,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0xcccbf2248ef3bd8d475ea5de8cb06e19f4591a8e
10578,Myōbu,MYOBU,myobu,3,2021-06-23T00:00:00.000Z,[],1000000000000.0,0.0,1000000000000,,7412,,,2022-05-31T15:32:00.000Z,6.890768332603245e-07,213.54931725,-16.8529,0.93682041,2.18769451,-8.61066106,-52.32056167,-57.09115993,-74.65234023,0.0,0.0,689076.83,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdfdd3459d4f87234751696840092ee20c970fb07
17763,Snowtomb LOT,SLOT,snowtomb-lot,2,2022-01-31T10:56:57.000Z,['avalanche-ecosystem'],70000.0,0.0,59551,,7413,,,2022-05-31T15:31:00.000Z,0.30551032391822164,212.62173254,464.9346,0.36301442,5.64079303,10.5404016,-63.43184629,-89.99654716,-99.06175125,0.0,0.0,21385.72,2022-05-31T15:31:00.000Z,5805.0,Avalanche,AVAX,avalanche,0x924157b5dbb387a823719916b25256410a4ad470
19230,PayGo,PAYGO,paygo,1,2022-03-31T06:10:18.000Z,[],10000000000.0,0.0,10000000000,,7414,10000000000.0,190135.18788603804,2022-05-31T15:32:00.000Z,1.9013518788603804e-05,212.23950795,-82.5111,0.93682041,1.42955661,1.90993818,-60.53081985,-90.39134936,-77.31897933,0.0,0.0,190135.19,2022-05-31T15:32:00.000Z,1839.0,BNB,BNB,bnb,0x49708C95FBD8EB65831811f7f2E19DDdA008Fd51
17979,HedgePay,HPAY,hedgepay,1,2022-02-09T08:16:52.000Z,[],1000000000.0,0.0,90247624,,7415,90247624.0,371793.1114171973,2022-05-31T15:31:00.000Z,0.004119699721038609,211.61970706,-63.2677,0.93676279,1.69790976,1.75156469,-24.90895714,-33.64519699,-50.34648955,0.0,0.0,4119699.72,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0xc75aa1fa199eac5adabc832ea4522cff6dfd521a
16341,Tip.Blue,BLUE,tip-blue,1,2021-12-21T10:21:32.000Z,['avalanche-ecosystem'],10000000.0,0.0,10000000,,7416,,,2022-05-31T15:31:00.000Z,0.00886896784800989,211.08985684,3608.1918,0.3629825,-1.62575621,-0.85462574,-40.22345188,-54.95087088,-65.5916949,0.0,0.0,88689.68,2022-05-31T15:31:00.000Z,5805.0,Avalanche,AVAX,avalanche,0xc12e249FaBe1c5Eb7C558E5F50D187687a244E31
18541,Luart,LUART,luart,3,2022-03-03T11:14:12.000Z,['terra-ecosystem'],1000000000.0,0.0,31300000,,7417,,,2022-05-31T15:32:00.000Z,0.0001762314066970681,210.81480291,95.0759,-0.69508629,-21.7989208,-69.26010988,-98.80654897,-98.9412679,-99.71885219,0.0,0.0,176231.41,2022-05-31T15:32:00.000Z,4172.0,Terra Classic,LUNC,terra-luna,terra1vwz7t30q76s7xx6qgtxdqnu6vpr3ak3vw62ygk
13866,RIFI United,RU,rifi-united,2,2021-11-03T12:10:37.000Z,[],,0.0,1000000000,,7418,80000000.0,142395.0759682756,2022-05-31T15:31:00.000Z,0.001779938449603445,210.78059498,70.2859,-0.02790792,8.9472644,8.13284358,3.76653669,-8.45110795,-52.84485031,0.0,0.0,1779938.45,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x6dc923900B3000Bd074D1Fea072839D51c76E70e
11705,Overlord,LORD,overlord,4,2021-09-07T00:40:03.000Z,[],1000000000.0,0.0,874476204.516718,,7419,791635999.0,600074.5351675109,2022-05-31T15:31:00.000Z,0.0007580182507181699,209.87139445,32.5067,0.87322076,0.98332256,0.44741966,-33.80865113,-30.60013413,-38.20188468,0.0,0.0,758018.25,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x2daf1a83aa348afbcbc73f63bb5ee3154d9f5776
17780,SatoShi Monsters,SSM,satoshi-monsters,1,2022-02-01T07:41:14.000Z,[],300000000.0,0.0,300000000,,7420,18274000.0,27835.157555808757,2022-05-31T15:31:00.000Z,0.001523210985871115,209.77503803,351.6902,0.93676279,-0.21545365,-6.01517579,-49.96651338,-77.22758261,-94.55116623,0.0,0.0,456963.3,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x518c521b262204eb1eda670771cfc1d3bb6a9c34
18234,HNK Orijent 1919,ORI,hnk-orijent-1919,1,2022-02-21T10:04:31.000Z,[],7500000.0,0.0,7328153,,7421,1336820.32,127460.69846872556,2022-05-31T15:31:00.000Z,0.09534617073199901,208.88913121,-91.8592,0.93676279,1.06525526,-3.11152832,-24.16115566,-74.00683107,-47.76489824,0.0,0.0,715096.28,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x54cC4dB6f878A1cDE6BdD0c8bEfCf70f5DABF206
19125,Meta Shark,MTS,meta-shark,1,2022-03-28T08:16:17.000Z,[],9007199254740991.0,0.0,0,,7422,1e+17,52982.9188561,2022-05-31T15:32:00.000Z,5.29829188561e-13,208.69055176,-35.3876,0.93682013,1.3798706,-6.49847969,-32.05307912,-80.11795697,-91.61909535,0.0,0.0,4772.28,2022-05-31T15:32:00.000Z,1839.0,BNB,BNB,bnb,0xe558a2d2014f16e96a23b2c4ee49c2e7a0faa9af
15983,Florida Man,FMAN,florida-man,2,2021-12-13T12:07:52.000Z,[],100000000000000.0,0.0,100000000000000,,7423,100000000000000.0,24591.770407915803,2022-05-31T15:31:00.000Z,2.45917704079158e-10,208.25708029,-75.0993,0.93676279,2.66308894,-31.97488756,-87.08006442,-93.1257435,-94.92049376,0.0,0.0,24591.77,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0xc2aebbbc596261d0be3b41812820dad54508575b
8331,Energy Ledger,ELX,energy-ledger,6,2021-01-26T00:00:00.000Z,[],714000000.0,0.0,714000000,,7424,129118399.0,0.5481806741784964,2022-05-31T15:32:00.000Z,4.245565917979639e-09,207.64815317,-18.6273,0.93682041,-22.9487883,-49.58497405,-99.97128029,-99.99997273,-99.99996355,0.0,0.0,3.03,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0x9048c33c7bae0bbe9ad702b17b4453a83900d154
12657,Instaraise,INSTA,instaraise,1,2021-10-12T13:19:06.000Z,['tezos-ecosystem'],1e+17,0.0,100000000,,7425,3375000.0,58555.32160178182,2022-05-31T15:32:00.000Z,0.017349724919046464,205.28537536,-88.4237,-0.00034593,-0.05447272,16.24433104,-54.57590874,-54.74313975,-55.35962539,0.0,0.0,1734972491904646.5,2022-05-31T15:32:00.000Z,2011.0,Tezos,XTZ,tezos,KT19y6R8x53uDKiM46ahgguS6Tjqhdj2rSzZ
18832,MetAces,ACES,metaces,1,2022-03-15T18:59:12.000Z,[],888888888.0,0.0,0,,7426,380454221.842,73577.82896493729,2022-05-31T15:32:00.000Z,0.0001933946970247938,204.9483701,-97.4414,0.93682041,0.92637888,-46.55268151,-61.61003291,-85.94354693,-91.97707059,0.0,0.0,171906.4,2022-05-31T15:32:00.000Z,1839.0,BNB,BNB,bnb,0x1702e76a5be119E332805dC7C11Be26f3857c31d
